Current Loan Amount,Credit Score,Annual Income,Monthly Income,Monthly Debt,Debt / Income Ratio,Credit History(Years),Months Delinquent,Open Accounts,Credit Problems,Credit Balance,Total Credit,Credit Usage Ratio,Bankruptcies
783486,712.0,3106348.0,258862.33,77658.7,0.30000000386305725,18.6,0.0,17,0,1570692,2981462,0.5268193926335469,0.0
99999999,728.0,1084254.0,90354.5,14095.34,0.15600042056566082,13.0,0.0,10,0,129846,155804,0.8333932376575698,0.0
87296,0.0,0.0,0.0,15048.57,0.0,15.4,0.0,9,1,105906,227106,0.4663284985865631,1.0
246730,729.0,535078.0,44589.83,3495.81,0.0783992672768656,14.0,0.0,11,0,1425,829796,0.0017172895506847466,0.0
134376,728.0,773680.0,64473.33,14377.49,0.22299902921099313,7.0,26.0,7,0,101270,179300,0.5648075850529838,0.0
444004,714.0,1380445.0,115037.08,18521.01,0.16100034875711378,11.0,53.0,17,0,368315,706068,0.5216423913843993,0.0
202620,729.0,1701241.0,141770.08,18713.67,0.13200013712343253,13.5,0.0,8,0,287774,391534,0.7349910863424377,0.0
99999999,663.0,821788.0,68482.33,9039.63,0.13199945153735276,11.0,0.0,7,0,251256,400180,0.6278574641411365,0.0
620312,0.0,0.0,0.0,14493.2,0.0,15.1,48.0,11,0,477755,1162150,0.41109581379340016,0.0
456280,749.0,2251728.0,187644.0,44096.34,0.235,16.8,0.0,24,0,1038483,2055460,0.5052314323800998,0.0
756998,731.0,2241468.0,186789.0,29699.47,0.159000101719052,20.3,25.0,12,0,702639,1327216,0.529408174705549,0.0
502502,656.0,1144560.0,95380.0,30044.7,0.315,9.9,50.0,22,0,325945,477136,0.6831280808825995,0.0
108680,662.0,1407900.0,117325.0,3883.6,0.033101214574898785,16.8,54.0,7,0,7049,43956,0.16036491036491035,0.0
269060,721.0,1278073.0,106506.08,6411.74,0.060200694645789234,26.7,7.0,4,0,101954,123376,0.8263681753339386,0.0
137808,707.0,557916.0,46493.0,7011.19,0.15080098079280752,10.0,0.0,3,0,58653,75394,0.7779531527707775,0.0
357874,704.0,736915.0,61409.58,15659.42,0.25499962709401364,18.5,0.0,19,0,525198,1115840,0.4706750071694867,0.0
99999999,744.0,524552.0,43712.67,10141.25,0.23199795391130307,16.3,0.0,8,0,130758,529408,0.24698908970019343,0.0
225214,6970.0,849794.0,70816.17,8993.46,0.12699726630231484,16.5,7.0,15,1,173660,349690,0.4966112842803626,0.0
351780,0.0,0.0,0.0,14811.07,0.0,22.9,35.0,8,0,80332,200068,0.40152348201611454,0.0
259512,0.0,0.0,0.0,7022.59,0.0,13.9,0.0,8,0,206511,608454,0.3394028143458667,0.0
560824,706.0,2122927.0,176910.58,16346.46,0.09239956140554172,18.4,22.0,5,0,107768,228140,0.472376610852985,0.0
520300,720.0,2340325.0,195027.08,31009.33,0.1590001244955316,11.9,0.0,10,0,280307,338096,0.829075173915101,0.0
221782,748.0,3830780.0,319231.67,31444.43,0.09850034615926422,38.3,26.0,15,0,391495,696300,0.5622504667528364,0.0
189068,723.0,1113324.0,92777.0,11133.24,0.12,21.0,0.0,5,1,104177,161040,0.646901390958768,1.0
276034,741.0,1154668.0,96222.33,15270.49,0.1587000647354933,18.3,0.0,9,0,310536,638660,0.4862305452040209,0.0
123244,730.0,560196.0,46683.0,6348.85,0.135999185999186,15.8,59.0,12,0,50179,229636,0.21851538957306346,0.0
754446,716.0,2792430.0,232702.5,28459.53,0.12230006123698714,21.6,0.0,11,0,429989,638330,0.6736155280184231,0.0
137280,0.0,0.0,0.0,18484.34,0.0,13.0,0.0,9,1,130131,203610,0.6391189037866509,1.0
130834,747.0,1355821.0,112985.08,2971.6,0.026300817771691624,11.7,0.0,3,0,123329,383856,0.32128975449126757,0.0
139062,0.0,0.0,0.0,11461.18,0.0,22.6,68.0,6,1,118104,451308,0.2616926799436305,1.0
777326,714.0,1879689.0,156640.75,14880.8,0.09499954513752008,27.9,0.0,11,0,258951,986326,0.26254098543483595,0.0
140998,751.0,951330.0,79277.5,9433.88,0.11899820251647693,17.9,26.0,8,0,82669,376860,0.21936262803162979,0.0
111914,751.0,715236.0,59603.0,1203.84,0.020197641058335988,10.7,0.0,6,0,7885,194304,0.040580739459815544,0.0
67012,0.0,0.0,0.0,11157.94,0.0,12.2,0.0,10,0,58273,636482,0.0915548279448594,0.0
789030,0.0,0.0,0.0,30420.71,0.0,5.3,0.0,8,0,548245,727980,0.7531044808923322,0.0
99999999,714.0,606727.0,50560.58,8291.79,0.16399712977976125,12.8,0.0,13,0,137807,188826,0.7298094542065182,0.0
436612,0.0,0.0,0.0,13807.11,0.0,10.0,0.0,10,0,132791,327140,0.40591489882007703,0.0
446600,710.0,1349950.0,112495.83,41623.3,0.3699986035037921,15.0,0.0,18,0,448324,1121186,0.39986585633427457,0.0
112662,729.0,369740.0,30811.67,4252.01,0.13799998507059177,10.8,0.0,11,0,96425,198660,0.4853770260747005,0.0
99999999,737.0,1386050.0,115504.17,16286.23,0.14100122965257444,15.8,0.0,11,0,403864,681692,0.5924435082119197,0.0
430210,697.0,930069.0,77505.75,9300.69,0.12000000000000001,12.7,15.0,14,0,153501,550264,0.2789588270357501,0.0
758912,675.0,3651648.0,304304.0,23522.76,0.0773001998001998,21.3,3.0,9,0,360487,899580,0.4007281175659752,0.0
172326,0.0,0.0,0.0,3048.93,0.0,7.0,0.0,5,0,84341,144254,0.5846700958032359,0.0
331914,700.0,2255604.0,187967.0,27631.13,0.14699989891842719,14.5,6.0,24,0,356763,590128,0.604551893826424,0.0
221474,735.0,765092.0,63757.67,10539.11,0.16529948475218748,11.6,27.0,4,0,73435,99682,0.7366926827310849,0.0
112420,0.0,0.0,0.0,13568.28,0.0,19.0,56.0,11,1,19418,99044,0.19605427890634466,1.0
264660,0.0,0.0,0.0,20599.8,0.0,15.6,0.0,13,0,12578,393426,0.03197043408417339,0.0
221320,679.0,955700.0,79641.67,15848.85,0.19900197974251418,20.6,77.0,7,0,111302,234762,0.47410569001797565,0.0
259534,743.0,1389717.0,115809.75,19710.79,0.17019974570362167,17.6,0.0,11,0,259635,519222,0.5000462230028774,0.0
332024,750.0,1491044.0,124253.67,8387.17,0.06750038047165931,15.7,48.0,11,0,248064,825374,0.30054738821431254,0.0
331694,0.0,0.0,0.0,20460.72,0.0,12.8,0.0,16,0,434872,727672,0.5976209061225387,0.0
202752,749.0,1926144.0,160512.0,16051.2,0.1,25.0,0.0,12,0,332842,1082532,0.30746619961349875,0.0
132902,737.0,784377.0,65364.75,9150.97,0.13999854661725164,13.1,0.0,8,0,299250,369798,0.8092255772070157,0.0
32670,0.0,0.0,0.0,1354.13,0.0,11.6,0.0,5,0,25669,183502,0.13988403396148272,0.0
99999999,746.0,816829.0,68069.08,2334.72,0.034299273620269286,29.5,0.0,6,0,156104,1348974,0.11572054020314698,0.0
130834,690.0,2353872.0,196156.0,15967.03,0.08139965129794653,13.8,14.0,13,1,6213,32714,0.1899186892461943,1.0
333168,711.0,1093393.0,91116.08,16036.57,0.1760015356235694,15.4,0.0,17,0,393832,737902,0.5337185696745639,0.0
234630,729.0,484462.0,40371.83,5854.09,0.14500432603624855,19.8,12.0,9,0,230337,396902,0.5803372117046526,0.0
135146,733.0,1294736.0,107894.67,15105.19,0.1399994086825605,18.3,62.0,10,1,102201,220770,0.4629297458893871,1.0
97746,737.0,461472.0,38456.0,3049.69,0.07930335968379447,21.2,26.0,6,0,127471,440572,0.289330688287045,0.0
263186,6530.0,1098580.0,91548.33,16478.7,0.1800000065539153,14.1,31.0,11,1,164312,243298,0.6753528594563046,1.0
219758,746.0,3416238.0,284686.5,42418.26,0.14899989988987888,33.2,0.0,10,0,254866,1612644,0.15804232056176068,0.0
403040,737.0,1450365.0,120863.75,12569.83,0.104,15.4,0.0,15,0,4617,281666,0.01639175477338408,0.0
267454,698.0,1347423.0,112285.25,16955.03,0.1509996192732349,22.6,0.0,9,0,174363,245300,0.7108153281695883,0.0
99999999,748.0,865963.0,72163.58,11834.91,0.16400114850177888,18.4,0.0,9,0,81130,321706,0.2521867792332129,0.0
224268,736.0,1936860.0,161405.0,33410.93,0.20700058858151854,16.0,71.0,8,0,476577,549626,0.867093259780287,0.0
215798,741.0,573420.0,47785.0,13093.09,0.274,23.4,0.0,13,0,294367,862928,0.34112579496783046,0.0
445324,704.0,1124952.0,93746.0,18252.16,0.19469801378192136,14.6,0.0,8,0,93024,238260,0.39043062200956935,0.0
207636,731.0,735205.0,61267.08,18196.3,0.2969996285117554,8.5,0.0,11,0,145312,266222,0.5458301718114956,0.0
318230,690.0,611762.0,50980.17,17690.14,0.34700041212102667,18.0,0.0,13,0,171475,390874,0.4386963573939428,0.0
445368,716.0,1788565.0,149047.08,24145.58,0.1619996849317679,19.9,0.0,16,0,401888,979682,0.41022290906641135,0.0
82808,0.0,0.0,0.0,7250.02,0.0,14.7,0.0,15,0,100757,254166,0.3964220234020286,0.0
659010,672.0,4268597.0,355716.42,51934.41,0.14599947340074998,18.0,52.0,17,0,399057,634722,0.6287114673825707,0.0
218284,736.0,1036849.0,86404.08,18836.22,0.21800151103975646,8.5,0.0,12,0,146566,272866,0.5371354437709351,0.0
236148,739.0,529511.0,44125.92,741.19,0.016797156863811568,10.1,0.0,6,0,26087,272118,0.09586649909230555,0.0
721028,691.0,1251188.0,104265.67,22208.34,0.21299762424199645,16.0,0.0,15,0,611439,995764,0.6140400737524152,0.0
106546,701.0,1338322.0,111526.83,25093.49,0.22499958081835555,17.9,2.0,15,1,68514,346434,0.19776927206913872,1.0
306438,711.0,888592.0,74049.33,19030.78,0.25700138002599077,12.9,22.0,13,0,96805,219340,0.44134676757545366,0.0
514184,694.0,890929.0,74244.08,20268.63,0.2729999482787045,28.7,0.0,7,0,200051,240790,0.8308110801943602,0.0
179454,706.0,542431.0,45202.58,13334.58,0.29499599359151624,10.6,0.0,9,0,224675,466224,0.4819035485088713,0.0
177540,673.0,2108183.0,175681.92,28460.48,0.16200005100126408,18.3,44.0,10,0,418342,497332,0.8411724964410092,0.0
321794,0.0,0.0,0.0,18897.4,0.0,10.6,7.0,9,0,331968,406758,0.8161314590001918,0.0
111562,719.0,880023.0,73335.25,10267.03,0.14000129542068787,12.0,77.0,12,0,114114,514096,0.2219702156795618,0.0
86240,0.0,0.0,0.0,3520.89,0.0,10.1,0.0,6,0,107825,245762,0.4387374777223493,0.0
151096,0.0,0.0,0.0,2251.12,0.0,27.7,31.0,11,1,49552,246268,0.20121168807965306,1.0
211222,742.0,648812.0,54067.67,18166.85,0.33600208775410517,27.0,0.0,11,0,345705,635360,0.5441088516746412,0.0
428010,717.0,833264.0,69438.67,21386.97,0.30799797864792056,26.4,0.0,6,0,616436,1074942,0.5734597773647322,0.0
788480,720.0,9338880.0,778240.0,40546.38,0.05210009765625,7.3,0.0,7,0,326496,1092608,0.298822633552015,0.0
481910,0.0,0.0,0.0,17105.32,0.0,17.8,0.0,10,0,209988,792022,0.2651289989419486,0.0
223036,750.0,1223144.0,101928.67,8001.47,0.07850068091735132,12.7,0.0,7,0,143241,623502,0.22973623180037914,0.0
178794,722.0,1479511.0,123292.58,38467.21,0.31199939201531834,10.5,0.0,8,0,299003,353276,0.8463722415335319,0.0
567512,719.0,1706884.0,142240.33,33568.63,0.235999382172412,15.0,48.0,11,0,409450,1070212,0.3825877489693631,0.0
239316,738.0,1303400.0,108616.67,16835.71,0.15500116142393244,16.5,66.0,8,0,64277,133606,0.4810936634582279,0.0
328416,702.0,1039984.0,86665.33,11526.35,0.13299839739835986,19.9,0.0,9,0,201913,363594,0.5553254454143908,0.0
189816,723.0,1967070.0,163922.5,30981.4,0.18900028977108085,14.9,0.0,14,0,269534,1009976,0.26687168804011185,0.0
223300,750.0,1903439.0,158619.92,18558.44,0.11699942857114036,25.8,0.0,24,0,1014619,8332104,0.12177224384141148,0.0
426294,7150.0,1170571.0,97547.58,21655.63,0.22200068930464498,17.9,38.0,11,0,534565,664818,0.8040772060924944,0.0
100386,744.0,1637610.0,136467.5,16785.55,0.12300034806822137,8.7,0.0,7,0,79325,182952,0.43358367222003585,0.0
90728,6550.0,711436.0,59286.33,7173.64,0.12099989997694241,16.0,0.0,10,0,357219,558932,0.6391099453958621,0.0
547866,0.0,0.0,0.0,23956.91,0.0,19.4,0.0,10,0,278559,622644,0.447380846840249,0.0
397870,0.0,0.0,0.0,17892.49,0.0,12.8,46.0,14,1,231895,366828,0.632162757477619,1.0
346060,0.0,0.0,0.0,10843.11,0.0,21.0,59.0,11,1,215574,438680,0.4914151545545728,1.0
430232,746.0,2043602.0,170300.17,12806.57,0.07519998365239447,13.6,20.0,11,0,202369,497508,0.40676531834663965,0.0
552640,720.0,1336384.0,111365.33,16259.44,0.14600091428813616,15.5,43.0,8,1,291669,787248,0.37049189073836963,1.0
193512,734.0,621414.0,51784.5,14551.53,0.2810016510731976,8.3,0.0,8,0,226765,394834,0.5743299715829944,0.0
99999999,712.0,1001376.0,83448.0,7585.37,0.09089936247723134,16.0,47.0,10,0,127167,302984,0.41971523248752407,0.0
620620,709.0,1884515.0,157042.92,14683.58,0.09350042650760695,21.7,58.0,11,1,331664,800074,0.414541654896922,1.0
224092,705.0,1119252.0,93271.0,13244.52,0.14200040741495212,24.5,69.0,11,0,244454,309034,0.7910262301235462,0.0
56408,740.0,2388452.0,199037.67,30452.82,0.15300028381562142,16.8,33.0,12,0,396644,582824,0.6805553649129068,0.0
99999999,724.0,507623.0,42301.92,609.14,0.014399819204423818,6.3,0.0,7,0,5700,471020,0.012101396968281601,0.0
445148,732.0,1728088.0,144007.33,30659.16,0.21289999613214133,16.8,0.0,15,0,760323,1030876,0.7375503940338121,0.0
161414,731.0,1486864.0,123905.33,24657.25,0.19900072095365065,16.8,0.0,8,0,512202,643236,0.7962893867880529,0.0
388872,0.0,0.0,0.0,33533.1,0.0,30.4,0.0,9,0,1112184,1375858,0.8083566763430529,0.0
697686,675.0,1989224.0,165768.67,30667.14,0.18499961422143277,38.5,7.0,10,0,509618,988416,0.5155906015281015,0.0
610280,7200.0,2691730.0,224310.83,28038.87,0.12500007244411696,30.7,0.0,16,0,957144,1181532,0.8100872426646083,0.0
282964,0.0,0.0,0.0,4839.11,0.0,30.6,0.0,7,1,104519,162690,0.6424426824021144,1.0
134244,732.0,1185334.0,98777.83,17582.41,0.17799955718808563,25.5,8.0,9,0,155363,214918,0.7228943131799105,0.0
326304,739.0,1784784.0,148732.0,36469.17,0.2452005620848237,22.6,39.0,5,0,202996,247940,0.8187303379849964,0.0
311872,680.0,1063810.0,88650.83,28191.06,0.3180010835769953,12.2,0.0,10,0,391723,591338,0.6624350202422303,0.0
328218,707.0,982661.0,81888.42,11136.85,0.13600030382806264,18.2,0.0,8,0,251237,297462,0.8446019995831401,0.0
99999999,713.0,1782257.0,148521.42,7114.17,0.047899959480592086,18.2,16.0,5,0,48184,58652,0.8215235627088591,0.0
306922,0.0,0.0,0.0,14342.34,0.0,18.3,43.0,12,0,322582,640684,0.5034962633685249,0.0
99999999,742.0,478192.0,39849.33,5578.78,0.13999683307097005,20.7,74.0,6,0,55195,199122,0.2771918723194825,0.0
156904,728.0,1475787.0,122982.25,40706.93,0.33099841643814454,24.0,0.0,20,0,918802,1271072,0.7228559829812945,0.0
56364,704.0,954180.0,79515.0,31170.07,0.3920023894862604,8.0,38.0,11,0,354122,921426,0.38431952213199977,0.0
173382,0.0,0.0,0.0,11005.56,0.0,15.0,0.0,9,0,90117,190784,0.4723509308956726,0.0
781704,716.0,1735992.0,144666.0,30235.27,0.2090005253480431,32.0,15.0,21,0,736136,1198846,0.6140371657410543,0.0
88022,740.0,1140228.0,95019.0,16818.42,0.17700059988002398,17.5,0.0,6,1,72143,134288,0.5372259621112833,1.0
99999999,732.0,2273464.0,189455.33,2898.83,0.01530086274162886,26.6,23.0,12,1,220077,382624,0.5751782428702852,1.0
225324,738.0,1945980.0,162165.0,31784.34,0.196,32.9,0.0,8,0,90516,342474,0.26430035564743604,0.0
114312,750.0,1590775.0,132564.58,3499.8,0.026400717295675818,34.0,0.0,7,0,107806,780120,0.13819156027277854,0.0
196504,742.0,1037058.0,86421.5,17111.4,0.19799934044190395,23.5,78.0,8,1,161861,264330,0.6123444179623955,1.0
307164,718.0,636652.0,53054.33,13900.4,0.26200312019772937,19.7,0.0,3,1,318630,381920,0.8342846669459573,1.0
574992,687.0,1950008.0,162500.67,46475.33,0.2860008515657197,13.0,43.0,21,0,234061,818774,0.2858676509024468,0.0
284482,750.0,1417457.0,118121.42,10926.33,0.09250083515758616,14.6,25.0,11,0,42446,501534,0.08463234795646955,0.0
787336,702.0,2952980.0,246081.67,30760.05,0.12499935488896835,15.7,0.0,16,0,408652,843480,0.4844833309622042,0.0
255926,729.0,1046938.0,87244.83,10731.01,0.12299880692070808,13.4,0.0,5,0,133342,163900,0.8135570469798658,0.0
424644,635.0,816905.0,68075.42,20150.45,0.29600184618765485,17.0,61.0,22,0,69046,251416,0.27462850415248036,0.0
99999999,661.0,669731.0,55810.92,14120.04,0.25299780043045345,22.6,8.0,11,0,258172,914166,0.2824126034002577,0.0
99999999,704.0,937080.0,78090.0,11791.59,0.151,12.0,0.0,4,0,132088,273130,0.48360853805879983,0.0
169752,0.0,0.0,0.0,20273.95,0.0,16.0,42.0,7,1,105621,151184,0.6986255159276114,1.0
786940,674.0,1825292.0,152107.67,14450.26,0.09500020610400514,7.5,0.0,7,0,126673,586652,0.21592528449574877,0.0
213422,644.0,447032.0,37252.67,3222.4,0.08650118233136042,10.1,0.0,2,0,132050,157300,0.8394787031150668,0.0
438416,0.0,0.0,0.0,13536.17,0.0,20.4,73.0,8,1,30799,228602,0.1347276051828068,1.0
215226,751.0,1858770.0,154897.5,7961.76,0.0514001839926403,19.9,29.0,11,0,38361,312840,0.12262178749520522,0.0
111606,700.0,1060257.0,88354.75,22883.79,0.25899897854954035,16.9,15.0,23,0,318383,1480534,0.215046057706206,0.0
90134,740.0,1983258.0,165271.5,16576.93,0.10030120135655574,17.1,15.0,9,0,291365,367488,0.7928558211424591,0.0
99999999,738.0,2248574.0,187381.17,18119.73,0.09669984449344615,17.5,0.0,13,0,178201,289388,0.6157857271206822,0.0
99999999,738.0,2001289.0,166774.08,31186.79,0.18700022209686304,17.6,0.0,10,0,744344,880374,0.8454861229432037,0.0
325952,718.0,1463779.0,121981.58,7880.06,0.06460040934049223,12.3,0.0,4,0,83486,163042,0.5120521092724574,0.0
141108,710.0,899954.0,74996.17,4837.21,0.06449942710407745,18.3,0.0,7,1,131176,249810,0.5251030783395381,1.0
327800,722.0,1321089.0,110090.75,16183.25,0.14699918022177158,11.2,0.0,13,0,237082,327954,0.7229123596601963,0.0
204402,730.0,629755.0,52479.58,12122.95,0.23100318257120198,12.2,0.0,10,1,170753,342672,0.49829866461222394,1.0
141218,741.0,666938.0,55578.17,10504.15,0.18899776656914036,14.5,0.0,6,0,67526,145618,0.46372014448763205,0.0
268114,689.0,545851.0,45487.58,9734.46,0.21400259147661843,9.2,0.0,7,0,145882,449240,0.32473065621939273,0.0
139744,737.0,1398381.0,116531.75,14449.88,0.12399951086291933,31.4,0.0,11,1,261022,514866,0.5069707457862822,1.0
112750,652.0,2040980.0,170081.67,25171.96,0.14799925235917544,20.0,0.0,7,0,766232,849002,0.9025090635828891,0.0
541068,688.0,1112811.0,92734.25,31808.09,0.343002612303437,15.6,0.0,16,0,387220,947914,0.4084969733541228,0.0
78386,719.0,564186.0,47015.5,319.77,0.006801374014952516,10.5,16.0,4,0,5225,108086,0.048341135762263385,0.0
219472,747.0,2274528.0,189544.0,21987.18,0.11600040096230954,20.8,33.0,22,0,151639,624844,0.2426829736702281,0.0
99999999,747.0,3351942.0,279328.5,28770.75,0.10299969390878481,25.0,0.0,20,0,505210,2867546,0.17618200370630496,0.0
156926,0.0,0.0,0.0,11607.67,0.0,16.6,0.0,22,0,466564,555808,0.8394337612988658,0.0
211596,708.0,875653.0,72971.08,6034.78,0.08270098236177949,9.7,0.0,4,0,31445,46266,0.679656767388579,0.0
329274,0.0,0.0,0.0,18484.34,0.0,8.9,0.0,6,0,148922,219648,0.6780029865967366,0.0
107360,674.0,834480.0,69540.0,8010.97,0.11519945355191258,17.9,0.0,6,0,97831,113872,0.8591313053252775,0.0
315700,698.0,696103.0,58008.58,13167.95,0.22700004033886023,16.0,0.0,7,0,234232,295460,0.7927705950044,0.0
679008,668.0,1418730.0,118227.5,21044.59,0.17800080353555645,11.6,0.0,11,0,578189,858308,0.6736381345624182,0.0
89584,7400.0,1643918.0,136993.17,16028.02,0.11699867956920772,11.0,0.0,5,0,100111,250888,0.39902665731322345,0.0
89078,725.0,519251.0,43270.92,4759.88,0.11000182108446042,9.7,0.0,7,0,71136,320518,0.22194073343774764,0.0
238766,725.0,575472.0,47956.0,13907.24,0.29,10.9,0.0,7,0,271035,355410,0.7625981261078754,0.0
113784,716.0,566922.0,47243.5,5536.98,0.11720088477780011,8.9,0.0,9,0,174344,273526,0.6373946169651148,0.0
221210,0.0,0.0,0.0,36441.81,0.0,21.3,0.0,14,0,751241,1775224,0.42318096195184385,0.0
240790,0.0,0.0,0.0,18432.47,0.0,11.4,40.0,9,0,187549,1438206,0.13040482378741294,0.0
99999999,737.0,2112572.0,176047.67,27815.43,0.1579994214067133,17.9,73.0,6,0,636614,791780,0.8040288969158099,0.0
610038,704.0,2332896.0,194408.0,15591.59,0.08020035183737295,13.8,18.0,10,0,208297,699050,0.29797153279450683,0.0
179674,710.0,504317.0,42026.42,5673.59,0.1350005544131525,9.2,0.0,8,0,193078,462880,0.4171232284825441,0.0
142846,747.0,1233651.0,102804.25,16448.68,0.16,19.4,0.0,14,0,179588,535920,0.33510225406777133,0.0
223278,743.0,886939.0,73911.58,16061.08,0.21730126727097432,19.2,0.0,7,0,215384,828586,0.25994163550916866,0.0
208340,0.0,0.0,0.0,25959.7,0.0,16.1,0.0,11,0,9177,236324,0.03883228110560079,0.0
788480,0.0,0.0,0.0,27287.04,0.0,32.0,0.0,14,0,485735,759022,0.6399485126913318,0.0
162338,0.0,0.0,0.0,3057.48,0.0,12.0,0.0,3,0,91998,123992,0.7419672236918511,0.0
143814,664.0,479522.0,39960.17,15624.08,0.3909913296164656,6.0,0.0,7,0,9728,64350,0.15117327117327117,0.0
99999999,735.0,960830.0,80069.17,17775.45,0.22200117723213567,16.7,61.0,11,0,241984,670274,0.3610225072134679,0.0
260590,7280.0,731443.0,60953.58,5741.8,0.09419955316816502,20.3,0.0,10,1,176890,336336,0.5259324009324009,1.0
173668,740.0,2437396.0,203116.33,34123.62,0.16800037692685765,30.3,0.0,22,0,513019,1702052,0.3014120602660788,0.0
545468,707.0,1028185.0,85682.08,19877.99,0.23199705235913975,23.5,0.0,12,0,410343,705980,0.5812388452930678,0.0
608234,640.0,1555036.0,129586.33,31619.04,0.2439998107825108,12.9,0.0,15,0,383572,542278,0.7073346143490977,0.0
220132,7460.0,722437.0,60203.08,8970.09,0.14899719416348797,14.5,15.0,15,0,233966,442662,0.528543222594214,0.0
257752,673.0,1335586.0,111298.83,22482.32,0.20199960772274064,12.3,0.0,12,0,164597,201872,0.8153532931758738,0.0
216194,704.0,914888.0,76240.67,13647.32,0.17900314884431104,14.0,15.0,8,0,235030,360932,0.6511752906364634,0.0
99999999,746.0,3224965.0,268747.08,40849.43,0.15199953056234136,17.9,61.0,13,0,459971,860398,0.5346025908939817,0.0
151954,7210.0,393699.0,32808.25,8890.86,0.2709946431156798,30.0,47.0,11,1,71155,175648,0.40509997267261794,1.0
438944,678.0,794086.0,66173.83,19719.91,0.2980016420388543,8.3,0.0,9,0,49457,252296,0.19602768177061863,0.0
99999999,692.0,931513.0,77626.08,17776.4,0.22900035658119025,17.7,0.0,10,1,65949,95458,0.6908692828259548,1.0
164120,6820.0,1133958.0,94496.5,12473.5,0.13199959786870413,29.3,21.0,9,3,77805,220836,0.35232027386839104,0.0
246664,713.0,855950.0,71329.17,10841.97,0.15199910499449243,18.8,60.0,16,0,167580,552816,0.3031388382391248,0.0
99999999,746.0,2535588.0,211299.0,31483.57,0.1490000899199712,19.0,0.0,10,0,481574,666996,0.7220043298610487,0.0
555676,734.0,2879355.0,239946.25,41030.88,0.1710002969415025,19.1,6.0,14,0,304494,498696,0.6105803936666827,0.0
108988,0.0,0.0,0.0,9451.74,0.0,7.3,0.0,6,0,112822,185306,0.6088415917455452,0.0
99999999,737.0,967936.0,80661.33,3057.1,0.03790044126472995,16.5,8.0,7,1,55062,206316,0.26688187052870355,1.0
770088,725.0,4180418.0,348368.17,20031.32,0.057500431224815976,16.2,60.0,10,0,446823,794750,0.5622183076439132,0.0
442772,739.0,1816381.0,151365.08,29970.22,0.19799956502516963,27.5,17.0,15,0,627551,1219174,0.5147345661898958,0.0
225434,742.0,1421257.0,118438.08,12317.7,0.10400117935042513,19.6,0.0,18,0,1284666,3567146,0.3601383290731582,0.0
214566,0.0,0.0,0.0,22418.67,0.0,17.4,16.0,7,0,42978,114400,0.3756818181818182,0.0
475860,720.0,1647794.0,137316.17,15104.81,0.11000022794110845,12.5,81.0,9,0,128953,572088,0.22540762959544686,0.0
769846,706.0,2739553.0,228296.08,26482.39,0.11600019588597404,14.8,17.0,12,0,221122,495220,0.44651266103953796,0.0
99999999,706.0,1058091.0,88174.25,25217.75,0.28599903032914936,21.5,0.0,12,0,455164,599566,0.7591557893542996,0.0
723360,692.0,1249459.0,104121.58,24052.1,0.2310001442544379,14.5,0.0,16,1,305026,957154,0.3186801705890588,1.0
129734,740.0,971109.0,80925.75,9783.86,0.12089921934612902,14.5,20.0,6,0,51718,84084,0.6150754007896865,0.0
99999999,729.0,500327.0,41693.92,2831.0,0.06789958823732574,8.0,0.0,7,0,67469,338162,0.19951679964040903,0.0
96602,0.0,0.0,0.0,10273.49,0.0,16.0,0.0,7,0,123899,368786,0.3359644888905761,0.0
218988,739.0,453910.0,37825.83,6789.65,0.17949771359941075,16.0,75.0,18,0,74005,1020118,0.0725455290466397,0.0
66418,750.0,1095369.0,91280.75,13783.17,0.15099755424884218,14.4,0.0,16,0,21090,343948,0.061317408445462684,0.0
776402,704.0,1532616.0,127718.0,24521.78,0.19199940493900625,20.9,0.0,9,0,515736,640750,0.8048942645337495,0.0
110000,698.0,1235000.0,102916.67,10054.99,0.09770030452792536,14.2,0.0,12,0,233833,499554,0.4680835305092142,0.0
290004,684.0,1047508.0,87292.33,30028.55,0.34399986802964244,21.0,9.0,14,0,244549,417010,0.5864343780724682,0.0
99999999,712.0,1985595.0,165466.25,29453.04,0.17800028706760443,31.1,20.0,13,0,493772,875534,0.5639666763369555,0.0
330770,716.0,1428287.0,119023.92,17258.27,0.1449983331081685,18.1,44.0,16,1,162146,557084,0.29106203014267146,0.0
256344,704.0,1291620.0,107635.0,40900.92,0.3799964695498676,17.5,0.0,9,0,115976,307318,0.377381084088794,0.0
516538,721.0,2323472.0,193622.67,36594.57,0.1889994079722173,17.3,0.0,14,0,774782,1125630,0.6883096577027975,0.0
355454,0.0,0.0,0.0,16736.15,0.0,19.9,26.0,5,0,83277,133364,0.6244338802075523,0.0
99999999,746.0,3290420.0,274201.67,57856.52,0.21099988194820257,24.0,0.0,14,0,981236,1184744,0.8282261821963226,0.0
224928,741.0,2331072.0,194256.0,4545.56,0.02339984350547731,12.4,0.0,4,0,180557,319198,0.5656583061297377,0.0
224664,729.0,873126.0,72760.5,22628.43,0.3109988249118684,21.3,63.0,11,0,219184,361548,0.6062376226669765,0.0
99999999,746.0,2564582.0,213715.17,38896.04,0.18199943410661956,29.1,0.0,12,0,445626,630784,0.7064637023133117,0.0
99999999,738.0,1313774.0,109481.17,21677.29,0.19800016751739136,26.3,8.0,16,0,380741,1217810,0.3126440085070742,0.0
